english_text,uzbek_text,label
im feeling disillusioned with buying cheap mass produced clothes,Men ommaviy ishlab chiqarilgan arzon kiyimlarni sotib olishdan umidsizlikka tushdim,0
i feel terrible and sexist whenever im in a group of women and they start talking about dieting and my brain automatically drops the t,"Men har doim ayollar guruhida bo'lsam va ular dieta haqida gapira boshlasa, men o'zimni dahshatli va seksist his qilaman",0
i feel so thankful i found this fantastic series to be added in my favorite series all the time,"Men juda minnatdorman, men bu fantastik seriyani doimo sevimli seriyalarimga qo'shib qo'yishni topdim",1
i know suicide is selfish but right now i feel like i am worthless and that in the long run it would be better for everybody else,"Men o'z joniga qasd qilish xudbinlik ekanligini bilaman, lekin hozir o'zimni hech narsaga arzimagandek his qilyapman va bu uzoq muddatda hamma uchun yaxshi bo'lardi.",0
i feel will be warmly welcomed on any floor,Men har qanday qavatda iliq kutib olishlarini his qilaman,1
i feel that core of the song the melody should be respected as well as the lyrics but the rest can be should be changed,"Men qo'shiqning o'zagini so'zlari bilan bir qatorda ohangini ham hurmat qilish kerak deb o'ylayman, lekin qolganini o'zgartirish kerak",1
i feel that defeated feeling it moves on and i start hearing whisperings of hope and what if s,Men mag'lub bo'lgan tuyg'u davom etayotganini his qilyapman va umidning shivir-shivirlarini eshita boshladim va agar bo'lsa?,0
i feel a lot of shame in not having many romantic relationships in the past,Men o'tmishda ko'p ishqiy munosabatlarga ega bo'lmaganimdan juda uyatman,2
i was just ungrateful and selfish for wanting a life or wanting something more or at least feeling valued and respected,Men hayotni xohlaganim yoki ko'proq narsani xohlayotganim yoki hech bo'lmaganda o'zimni qadrli va hurmatli his qilganim uchun noshukur va xudbin edim,1
i was feeling when nick broke up with me over,Nik men bilan ajrashganida o'zimni his qilardim,0
i diss a bag only when i m feeling grouchy because of the lack of any inspiration whatsoever when it comes to fug bags but today i m not grouchy and it still sets me of which means this is a big deal,"Men sumkadan faqat o'zimni xijolat bo'lganimdagina e'tibordan chetda qoldiraman, chunki fug sumkalari haqida gap ketganda hech qanday ilhom yo'q, lekin bugun men g'azablanmayman va bu hali ham meni o'ziga tortadi, bu juda katta ish",3
i have a feeling the dragon will be back again the reason he became what he is now is also to protect the demons from being despised or harmed by humans,"Men ajdaho yana qaytib keladi deb o'ylayman, uning hozirgi bo'lishining sababi ham jinlarni odamlar tomonidan nafratlanishi yoki zararlanishidan himoya qilishdir.",3
i feel like that would be pretty cool,Men buni juda zo'r bo'lishini his qilyapman,1
i wonder if they feel like i do sometimes that all the joy of what we do is no longer as joyful because now it s based on research methods keynotes comparisons and appearances,"Qizig'i shundaki, ular ba'zida biz qilayotgan ishning barcha quvonchlari endi u qadar quvonchli emasligini his qiladilarmi, chunki endi u tadqiqot usullariga asoslanadi, taqqoslashlar va tashqi ko'rinishlar.",1
i feel honored and humbled by this turn of events,Men voqealar rivojidan sharaf va kamtar his qilaman,1
i get the feeling that hes not impressed with me,Men u mendan taassurot qoldirmaganini his qilyapman,5
at the hypocrisy of some of my friends,ba'zi do'stlarimning ikkiyuzlamachiligida,3
i start to feel unsure,o'zimni ishonchsiz his qila boshlayman,4
i look down feeling alone and wantig to be that way,Men o'zimni yolg'iz his qilaman va shunday bo'lishni xohlayman,0
i still feel a dull ache most of the time even when not running,Ko'pincha yugurmaganimda ham zerikarli og'riqni his qilaman,0
im feeling pretty good but once at the bus stop i start yawning,"Men o'zimni juda yaxshi his qilyapman, lekin bir marta avtobus bekatida men esnay boshladim",1
i am feeling lousy right now,Men hozir o'zimni yomon his qilyapman,0
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,"Men kecha kasallikning eng yuqori cho'qqisiga murojaat qildim, men hali uyda bo'lmaganimda, lekin o'zimni hayajonlangan va achchiq his qilardim http pics",4
i really feel guilty about them any more,Men ular uchun ko'proq aybdor his qilaman,0
i feel assured thankk god,"Xudoga shukur, men o'zimni ishonchli his qilyapman",1
i feel helpless and depending on the people closest to you,Men o'zimni yordamsiz his qilyapman va sizga eng yaqin odamlarga bog'liqman,4
i have days weeks when i feel a little deprived,Menda o'zimni bir oz mahrum his qiladigan haftalarim bor,0
i feel angry and i feel sad,Men g'azablanaman va o'zimni xafa his qilyapman,3
i believe i manged to tone it down here while retaining just enough flourish to make the suit feel special,"O'ylaymanki, bu erda kostyumni o'ziga xos his qilish uchun etarli darajada gullab-yashnagan holda uni tonlashga muvaffaq bo'ldim.",1
i feel the shift towards casual gaming as a whole is hurting rpgs and jrpgs especially because rpgs aren t games that non gamers think of playing,"Men tasodifiy o‘yinga o‘tish umuman rpg va jrpg o‘yiniga zarar yetkazayotganini his qilyapman, ayniqsa rpg o‘yinchilar o‘ynashni o‘ylamaydigan o‘yinlar emas.",1
i feel so fucked up from what happened on thursday,Payshanba kuni sodir bo'lgan voqeadan o'zimni juda xafa his qilyapman,3
i feel fearless when i am right,"Men haq bo'lsam, o'zimni qo'rqinchli his qilaman",1
i feel dissatisfied with the advances we ve made rather than this team stinks,Men bu jamoaning hididan ko'ra erishgan yutuqlarimizdan noroziman,3
i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction,"O'ylaymanki, bundan ham xavfliroq bo'lishi mumkin, chunki siz xizmatga hamma vaqtni to'kib tashlasangiz, bu o'z-o'zini solihlik yoki o'zini qoniqtirish bilan birga bo'lishi mumkin.",3
i began to feel agitated slightly dizzy amp very hungry,"Men o'zimni bir oz boshim aylanib, juda och his qila boshladim",4
i think about the fact that as i was leaving jordan hospital feeling triumphant at the completion of my last radiation there was a horror story unfolding two states away,"O'ylaymanki, Iordaniya kasalxonasidan chiqib ketayotganimda, so'nggi nurlanish tugashi bilan g'alaba qozonganimni his qildim, u erda ikki shtat narida dahshatli voqea sodir bo'ldi.",1
i started back at work i have to admit that ive been feeling a little overwhelmed,"Men ishga qayta boshladim, tan olishim kerakki, o'zimni biroz to'lib-toshgan his qildim",5
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,U erda bo'lmagan bir nechta kalitlarni qidirganim uchun o'zimni ahmoqdek his qilyapman va Nik meni kalitlarimni unutib qo'ygani uchun ichkariga kiritmasligidan g'azablanaman,4
is voice as usual is perfect but is like you know yomis voice can do better and you kind of feel frustrated because this song is not the best and doesnt highlight yomis voice properly,"bu ovoz odatdagidek mukammal, lekin siz bilganingizdek yomis ovozi yaxshiroq qila oladi va o'zingizni xafa his qilasiz, chunki bu qo'shiq eng yaxshi emas va yomis ovozini to'g'ri ta'kidlamaydi",3
i forgive myself that i have accepted and allowed myself to feel tortured by a headache,"Men o'zimni kechiraman, men qabul qildim va o'zimni bosh og'rig'i bilan qiynoqqa solishga ruxsat berdim",3
i really feel like trying to be cute every day,Men har kuni yoqimli bo'lishga harakat qilmoqchiman,1
i have been having a really hard time feeling hopeful about much over the last few months,Men so'nggi bir necha oy ichida ko'p narsadan umidvor bo'lishda juda qiynalmoqdaman,1
i feel like an ungrateful ass,Men o'zimni noshukur eshakdek his qilyapman,0
i feel discouraged that im never going to get on a good schedule because another big life change is going to happen again,"Men hech qachon yaxshi jadvalga ega bo'lmayman, deb tushkunlikka tushaman, chunki hayotimda yana bir katta o'zgarish sodir bo'ladi.",0
i don t want him to feel disrespected or unloved,Men uning hurmatsiz yoki sevilmaganligini his qilishini xohlamayman,0
i feel passionate about people particularly those i love admire and respect,Men sevadigan va hurmat qiladigan odamlarga nisbatan ishtiyoqni his qilaman,1
i usually just feel aggravated with the unprofessional attitude of the rest of the cast,Qolgan aktyorlarning noprofessional munosabati tufayli men odatda o'zimni yomon his qilaman,3
i remember feeling shocked that he had called me religious,U meni dindor deb ataganidan hayratda qolganimni eslayman,5
i always feel boosted spiritually but totally drained physically,"Men har doim ruhiy yuksalish his qilaman, lekin jismonan butunlay charchaganman",0
i feel offended by that statement,Men bu bayonotdan xafa bo'ldim,3
i feel very alone in part because everyone has there opinion of what is going on or not going on and sometimes i feel that if i challenge those people they will be upset with me,"Men o'zimni qisman yolg'iz his qilaman, chunki hamma nima bo'layotgani yoki bo'lmasligi haqida o'z fikriga ega va ba'zida men bu odamlarga qarshi chiqsam, ular mendan xafa bo'lishlarini his qilaman.",0
im feeling awfully proud of myself for sticking to it,Men unga sodiq qolganim uchun o'zim bilan juda faxrlanaman,1
i found working out of detroit specialized in christian literature lol im feeling a little grouchy tonight,Men Detroytda nasroniy adabiyotiga ixtisoslashgan ishlayotganimni topdim.,3
im pretty sure everyone left feeling festive,"Ishonchim komilki, hamma bayramona kayfiyatda ketdi",1
i feel vulnerable as i did very much yesterday i cant say i felt a strong sense of self worth but maybe according to brown i could get better at accepting those vulnerable imperfect aspects of myself,"Men kechagidek o'zimni zaif his qilyapman, men o'zimni kuchli his qildim deb ayta olmayman, lekin, ehtimol, jigarrangga ko'ra, men o'zimning zaif nomukammal tomonlarini qabul qilishda yaxshiroq bo'lardim.",4
i feel charming today and dont really want to be a part of what im supposed to be a part of tonight,Bugun men o'zimni maftunkor his qilyapman va men bugun kechqurun bo'lishim kerak bo'lgan narsaning bir qismi bo'lishni xohlamayman,1
i get the feeling the oilers are hesitant to count on him again after he missed so much time a year ago,Men bir yil oldin juda ko'p vaqtni o'tkazib yuborganidan keyin moychilar yana unga ishonishdan ikkilanishlarini his qilyapman.,4
i wondered if that should make me feel cool,"Bu meni salqin his qilishim kerakmi, deb o'yladim",1
i go to pt i feel like a defective bum,"men ptga boraman, o'zimni nuqsonli bum kabi his qilyapman",0
i feel can be blamed on the music,Men musiqani ayblash mumkin deb o'ylayman,0
i still feel so honored that my friend would ask me to join her in this part of her journey,Do'stim mendan sayohatining bu qismida unga qo'shilishni so'raganidan men hali ham juda faxrlanaman,1
i feel convinced that i am on the brink of something amazing,Men ajoyib narsa yoqasida ekanligimga ishonchim komil,1
i feel completely listless,Men o'zimni butunlay befarq his qilyapman,0
i feel really pretty with this makeup haha,Bu bo'yanish bilan o'zimni juda chiroyli his qilyapman haha,1
i see you i feel so helpless,seni ko'ryapman o'zimni juda nochor his qilyapman,0
i feel miserable and even more alone,Men o'zimni baxtsiz va undan ham ko'proq yolg'iz his qilyapman,0
i feel all the effort was worthwhile,Men barcha sa'y-harakatlarimga arziydi deb o'ylayman,1
i think the most common one that everyone has experienced is that doom and gloom feeling where you just feel like something tragic just happened,"Menimcha, hamma boshdan kechirgan eng keng tarqalgan narsa bu halokat va g'amginlik hissi bo'lib, unda siz shunchaki fojiali voqea sodir bo'lgandek his qilasiz.",0
im working on a new project and i feel so productive,Men yangi loyiha ustida ishlayapman va o'zimni juda samarali his qilyapman,1
i feel like i am that damaged can of corn with the big dent on the side and the label half torn off at the grocery store that is off that everyone pushes to the side and no one buys,"O‘zimni o‘zimni makkajo‘xori qutisi shikastlangandek his qilyapman, yon tomonida katta tishlari bor va yorlig‘i yarmi yirtilgan oziq-ovqat do‘konida hamma chetga suradi va hech kim sotib olmaydi.",0
i feel lethargic and overheated all the time,Men doimo letargik va haddan tashqari qizib ketganimni his qilaman,0
i did feel that the ending was fairly rushed and didnt provide the closure i was looking for but regardless this was historical fiction at its finest,"Men oxiri juda shoshqaloqlik bilan yakunlanganini his qildim va men izlayotgan yopilishni ta'minlamadi, ammo bu eng zo'r tarixiy fantastika edi",3
i feel that it is important to write about what happened to heal and i am sure there are many out there who need to see how someone deals with it all to find the strength to heal as well,"Men shifolash uchun nima sodir bo'lganligi haqida yozishni muhim deb bilaman va ishonchim komilki, u erda kimdir bularning barchasiga qanday munosabatda bo'lishini ko'rishi kerak bo'lganlar ko'p.",1
i feel so selfish wanting him home his help getting the girls to bed,"Men uning uyiga borishini istab, qizlarni yotqizishda yordamini xohlayotganimni his qilaman",3
i always feel a little sad when he goes as we sorta have a ren and stimpy theme about us oil and water gemini and scorpio soulmate friends,"Men har doim bir oz qayg'uli his qilaman, chunki biz sorta biz haqida ren va stimpy mavzu bor, biz neft va suv Gemini va Chayon ruh do'stlar",0
i feel really good about all of these schools though i know some are long shots,"Men bu maktablarning barchasida o'zimni juda yaxshi his qilyapman, lekin ba'zilari uzoq o'qlar ekanligini bilaman",1
i do know that i am feeling fabulous and having more energy then i have had in a long time even if my clothes are still a little snug,"Bilaman, o'zimni ajoyib his qilyapman va kiyimlarim hali ham bir oz qulay bo'lsa ham, uzoq vaqtdan beri ko'proq energiyaga egaman.",1
i feel uncertain about,o'zimni noaniq his qilyapman,4
i dont even know all i know is that i feel like im getting fucked from behind,"Men bilmayman, faqat orqamdan sikilib ketayotgandek his qilaman",3
i feel really bothered,Men o'zimni juda bezovta his qilyapman,3
i tried it naked gardening and it feels lovely to have the sun on your back and to feel the plants while you are working in the borders,Men buni yalang'och bog'dorchilikda sinab ko'rdim va siz chegaralarda ishlayotganingizda orqangizda quyosh bo'lishi va o'simliklarni his qilish yoqimli his qiladi,2
i feel artistic because theres a ad for a really nice slr digital camera on the side of my webpage and thats the only reason,"Men o'zimni badiiy his qilyapman, chunki mening veb-sahifamning yon tomonida juda yaxshi SLR raqamli kamera reklamasi bor va bu yagona sabab",1
i wasnt actually a registered conference goer well i was in one dealing with sexual abuse in the gay community that kind of awoken some feelings i had repressed for a long time,"Men ro'yxatdan o'tgan konferentsiya ishtirokchisi emas edim, men geylar jamiyatida jinsiy zo'ravonlik bilan shug'ullanardim, bu men uzoq vaqt davomida bostirilgan his-tuyg'ularni uyg'otdi.",0
im looking forward to feeling hopeful instead of hopeless,Men umidsizlik o'rniga umidvor bo'lishni kutaman,1
im feeling just pretty rich,Men o'zimni juda boy his qilyapman,1
i feel more irritable,Men o'zimni ko'proq asabiy his qilyapman,3
i feel that i helped to bring some happiness into the life of my troubled friend and to this day the zz top logo keychain hangs in my room and wherever he is i know that he s doing just fine cheers man,"Men bezovtalangan do'stimning hayotiga qandaydir baxt keltirishimga yordam berganimni his qilyapman va shu kungacha zz top logotipi kalit zanjiri mening xonamda osilib turibdi va u qayerda bo'lishidan qat'i nazar, u juda yaxshi ishlayotganini bilaman.",0
i feel like a stubborn year old,Men o'zimni qaysar yoshli boladek his qilyapman,3
im feeling too jaded and bitter to even bother to do a google search at this time aka tltg or too lazy to google,"Men o'zimni juda charchagan va achchiq his qilyapman, bu vaqtda google-da qidirishga ham ovoraman, aka tltg yoki google-ga juda dangasa",0
i remember feeling absolutely devastated when i heard that peach wasn t actually there to give me cake,"Men shaftoli menga tort berish uchun yo'qligini eshitganimda, o'zimni juda xafa qilganimni eslayman",0
i was feeling stubborn so when my friend said that i had to come to her if i wanted a hug i said well come halfway but no so i just walked off and shes leaving today,"Men o'zimni qaysar his qilardim, shuning uchun do'stim quchoqlashni xohlasam, uning oldiga kelishim kerakligini aytganida, men yaxshi yarim yo'ldan kel, dedim, lekin yo'q, shuning uchun men shunchaki ketdim va u bugun ketdi",3
i don t know how i feel i should be bothered,"Men o'zimni qanday his qilishimni bilmayman, men bezovtalanishim kerak",3
i struggled with feelings of guilt as i took very gentle care of myself during my recovery and sometimes even now,"Men o'zimni aybdorlik tuyg'usi bilan kurashdim, chunki tuzalishim paytida va ba'zida hozir ham o'zimga juda yumshoq g'amxo'rlik qildim.",2
ive started to delve deep into myself and evaluate everything that has made me feel insecure or unworthy,Men o'zimni chuqur o'rganishni boshladim va o'zimni ishonchsiz yoki noloyiq his qilgan hamma narsani baholay boshladim,4
i was also feeling anxious around some of the people sitting in the waiting area,Men ham kutish joyida o'tirgan ba'zi odamlar atrofida xavotirda edim,4
i feel i am back to my innocent and carefree self,Men o'zimning begunoh va beg'araz o'zimga qaytganimni his qilyapman,1
i feel my hands being weaved with yours such delicate intimacy being shared by the hands of two people who shares so much secret for the world to be mystified,"Men qo'llarimni sizning qo'llaringiz bilan to'qayotganini his qilyapman, bu dunyo sirli bo'lishi uchun juda ko'p sirlarni baham ko'radigan ikki kishining qo'llari bilan bo'lishish shunday nozik yaqinlik.",2
i still feel like im damaged goods and that affects everything that i do in my life,Men hali ham o'zimni buzilgan tovarlar kabi his qilyapman va bu mening hayotimdagi hamma narsaga ta'sir qiladi,0
i feel like i havent been taking enough risks and im not respected by my teacher because of it,Men o'zimni etarlicha tavakkal qilmaganimni his qilyapman va shuning uchun o'qituvchim meni hurmat qilmaydi,1
i feel a bit more confident about my kicking in karate and my diagonal cuts in kendo though much work remains,"Men karate bilan shug'ullanganim va kendodagi diagonal qisqarishim haqida o'zimni biroz ishonchli his qilyapman, lekin hali ko'p ish bor.",1
i would picture that rock hitting that frog and it s body being carried downstream and i would feel ashamed,"Men o'sha qurbaqani urib, tanasini oqimga olib ketayotganini tasavvur qilardim va men uyalaman",0
im feeling well in front of the computer and in my theory for me computer are for healthy kids,"Men kompyuter oldida o'zimni yaxshi his qilyapman va mening nazariyamga ko'ra, kompyuter sog'lom bolalar uchun",1
i could have been cooped up in a motel feeling very depressed and alone until my flight home,Men uyga uchib ketgunimga qadar motelda o'zimni juda tushkun va yolg'iz his qilishim mumkin edi,0
i couldn t get the feeling of those people s suffering out of my body,Men o'sha odamlarning azob-uqubatlarini tanamdan chiqarolmadim,0
i just feel guilty that he died outside my window whilst i slept and did nothing to help him,Men uxlab yotganimda u mening derazam oldida vafot etgani va unga yordam berish uchun hech narsa qilmagani uchun o'zimni aybdor his qilaman,0
i feel so stressed out with family problems,Men o'zimni oilaviy muammolardan juda qattiq his qilyapman,0
ive been feeling immensely overwhelmed,Men o'zimni haddan tashqari siqilgan his qildim,4
im feeling how char had blamed me of doing a few weeks ago,Bir necha hafta oldin char meni qanday ayblaganini his qilyapman,0
im feeling playful already,Men allaqachon o'yinchoq his qilyapman,1
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary,"Men o'zim uchun hammani ochko'z deb o'ylayman, lekin o'z yo'lida bu yaxshi yoki yomon tomonga ketyaptimi, bu boshqa masala, chunki odatda siz ikkalasini bir-biriga bog'laysiz, lekin hozir men ikkala masalani alohida ajratishga harakat qilaman, shunda biz yagona narsani ko'ramiz. mavzu aniqroq",3
i feel annoyed that those who bought tickets and sat through the screening could even find distraction with such offensive scenes and sounds flashed before them,"Chipta sotib olib, skriningda o'tirganlar hatto bunday haqoratli sahnalar va ularning oldida chaqnagan tovushlar bilan chalg'itishi mumkinligidan g'azablanaman",3
i think even as christians our trust and assurance in the lord is weak when we feel the most helpless,"Menimcha, hatto masihiylar ham, biz o'zimizni eng nochor his qilganimizda, Rabbiyga bo'lgan ishonchimiz va ishonchimiz zaifdir.",4
i feel relaxed merson said,"Men o'zimni bo'shashgandek his qilyapman, dedi Merson",1
i feel strongly that this year the lord is calling me to grow in discipline this year and to be faithful with things he has put in front of me,Bu yil xo'jayin meni bu yil intizomli bo'lishga va oldimga qo'ygan narsalarga sodiq bo'lishga chaqirayotganini qattiq his qilyapman.,2
i feel books are a vital aspect to our lives and will be for generations to come and this type of media will never diminish because of the enjoyment it beings to humans,"Menimcha, kitoblar hayotimizning muhim jihati va kelajak avlodlar uchun shunday bo'lib qoladi va bu turdagi ommaviy axborot vositalari odamlarga berilgan zavq tufayli hech qachon kamaymaydi.",1
i see a family of swans i feel joyful and peaceful and blessed,"Men oqqushlar oilasini ko'ryapman, o'zimni quvnoq, osoyishta va baxtli his qilyapman",1
i didn t sleep well last night and i woke up feeling to borrow a wonderful phrase from a book i read rough as a badger s arse,Kecha yaxshi uxlamadim va bo'rsiqning eshagidek qo'pol o'qigan kitobimdan ajoyib iborani o'zlashtirganimni his qildim.,1
i was supremely happy i hear the first few notes or bars of the song and i feel the emotions and smell the fragrance of that happy time,Men qo'shiqning dastlabki bir nechta notalarini yoki satrlarini eshitganimdan juda xursand bo'ldim va o'sha baxtli davrning his-tuyg'ularini his qilaman va xushbo'y hidini his qilaman,1
i feel excited for this episode,Men bu epizod uchun hayajondaman,1
i don t feel devastated,Men o'zimni vayron bo'lganimni his qilmayman,0
i think that however nice these people are they make you feel paranoid that you are doing something wrong,"O'ylaymanki, bu odamlar qanchalik yoqimli bo'lmasin, ular sizni noto'g'ri ish qilyapsiz deb paranoyaga olib keladi",4
i have to admit im not feeling thankful today wh,"Tan olishim kerakki, men bugun minnatdor emasman wh",1
i feel like im not welcomed here i just dont like blend in or something,"Meni bu yerda xush kelibsiz deb his qilyapman, men shunchaki aralashishni yoki biror narsani yoqtirmayman",1
i was thankful for a slow sunday because i was not feeling so hot,"Men sekin yakshanba uchun minnatdorman, chunki o'zimni juda issiq his qilmadim",2
i think that we must continue to seek each other s good even as we feel offended and to always look for ways to go lower and walk in the humility that jesus walked in,"O'ylaymanki, biz xafa bo'lsak ham, biz bir-birimizga yaxshilik izlashda davom etishimiz kerak va har doim pastga tushish va Iso kirib kelgan kamtarlik bilan yurish yo'llarini izlashimiz kerak.",3
i would love to hear from you so feel free to add your comments or to send me an email info wolfiewolfgang,"Men sizdan eshitishni istardim, shuning uchun sharhlaringizni qo'shishingiz yoki menga volfiewolfgang elektron pochta xabarini yuborishingiz mumkin",1
i went through everything you all have too and am feeling fantastic right now,Men ham sizda bo'lgan hamma narsani boshdan kechirdim va hozir o'zimni ajoyib his qilyapman,1
i list them out i feel pretty lame whining,"Men ularni ro'yxatga kiritaman, o'zimni juda oqsoqlangandek his qilaman",0
i feel like half the time i just dont show affection and interest to anyone outside my little circle of comfort where a sincere response is guaranteed,"Samimiy javob kafolatlanganda, men o'zimning kichik tasalli doiramdan tashqarida hech kimga mehr va qiziqish ko'rsatmaydigan vaqtni yarmini his qilyapman.",1
i just cant contain my joy but right now i feel troubled,"Men shodligimni ichimga sig'dira olmayapman, lekin hozir o'zimni bezovta his qilyapman",0
i feel like doing or not doing its mind numbingly dull to debate the nuances of the women this and men that model,"Men o'zimni qilmoqchi yoki qilmaslikni his qilyapman, bu ayollar va erkaklarning nuanslarini muhokama qilish juda zerikarli.",0
i feel paranoid like we just stepped into a private club where everyone knows each other and we are standing out like nudists at a suit convention,"Men hamma bir-birimizni taniydigan xususiy klubga qadam qo'ygandek, o'zimni paranoyak his qilyapman va biz kostyumlar anjumanida nudistlardek ajralib turamiz.",4
i mean my feelings are always sincere i just think part of me tends to repress certain things in order to somehow lessen the blow that will eventually hit when the relationship ends,"Aytmoqchimanki, mening his-tuyg'ularim har doim samimiydir, men shunchaki o'ylaymanki, mening bir qismim munosabatlar tugagach, zarbani qandaydir tarzda kamaytirish uchun ba'zi narsalarni bostirishga harakat qiladi.",1
i wanted was to feel accepted by you,Men sizni qabul qilganingizni his qilishni xohlardim,1
i find myself still feeling curious when i log into sl,Men sl ga kirganimda hamon o'zimni qiziquvchan his qilaman,5
i feel glad and enthusiastic about the point of sand snorkeling,Men qumda suzish nuqtasidan xursandman va g'ayratliman,1
i have a feeling that most of you have yet to hear about this tragic incident in our world history,Ko'pchiligingiz bizning dunyo tariximizdagi bu fojiali voqea haqida hali eshitmaganligimni his qilyapman,0
i have this feeling whenever i write a song and if i think that the song has legs enough to be popular or for people to really respond to it i get this feeling,"Men har doim qo'shiq yozganimda shunday tuyg'uni boshdan kechiraman va agar qo'shiq mashhur bo'lish uchun yoki odamlar unga haqiqatan ham javob berish uchun oyoqlari etarli deb o'ylasam, menda shunday tuyg'u paydo bo'ladi.",1
i feel so discouraged and lose my sense of inspiration to keep going especially when i see people who do not give their best for the good of pb,"Men juda tushkunlikka tushaman va davom etish uchun ilhom tuyg'usini yo'qotaman, ayniqsa pb manfaati uchun qo'lidan kelganini qilmaydigan odamlarni ko'rganimda",0
i can sit here and say its a warm feeling that overcomes you and you feel reassured but that isnt good enough,"Men bu erda o'tirib aytishim mumkinki, bu sizni engib o'tadigan iliq tuyg'u va siz o'zingizni xotirjam his qilasiz, lekin bu etarli emas",1
i feel so deeply honoured to be able to offer these activations and i have made extra times available for sessions after the full moon next week as we move into the dark moon and then build up to the eclipse a natural time of bringing what needs to be examined to the surface of our lives,"Men ushbu faollashtirishni taklif qilish imkoniyatidan juda faxrlanaman va keyingi hafta to'lin oydan keyin seanslar uchun qo'shimcha vaqtlar ajratdim, chunki biz qorong'u oyga o'tamiz va keyin tutilishgacha bo'lishi kerak bo'lgan narsalarni olib kelish uchun tabiiy vaqtni quramiz. hayotimiz yuzasida tekshiriladi",1
ive been feeling myself with a fake sense of purpose,Men o'zimni yolg'on maqsad hissi bilan his qilardim,0
ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum,"Menga hozirgina hamma narsadan pushaymon bo'lishim kerakligini va uzoq vaqt boshimni pastga osib qo'yishim kerakligini aytishdi, chunki ko'l ko'pikim bor.",0
i kind of messed up the tips on the left hand but its a bit harder to stamp backwards and upside down but i feel that it still looks pretty cute or should i say delicate to me,"Men chap qo'lning uchlarini qandaydir chalkashtirib yubordim, lekin uni orqaga va teskari shtamplash biroz qiyinroq, lekin menimcha, u hali ham juda yoqimli ko'rinadi yoki menga nozik deyish kerakmi?",1
i talk a lot about feeling isolated,Men o'zimni izolyatsiya qilinganligim haqida ko'p gapiraman,0
i was feeling pissed then,men o'shanda g'azablangan edim,3
i still feel like i am waiting in vain for your love,men hamon sevgingni behuda kutayotgandekman,0
i feel like everything about me is defective and wrong and needs to be changed but when i change it the new thing is wrong too because its mine and therefore it must be wrong,"Men haqimda hamma narsa nuqsonli va noto'g'ri ekanligini his qilyapman va uni o'zgartirish kerak, lekin men uni o'zgartirganimda yangi narsa ham noto'g'ri, chunki u meniki va shuning uchun bu noto'g'ri bo'lishi kerak",0
i am feeling better though i still feel like passing out or tossing my cookies if im up for too long but theres definitely a light at the end of this tunnel,"Men o'zimni yaxshi his qilyapman, garchi men juda uzoq vaqt tursam, hali ham hushimdan ketmoqchi bo'ldim yoki pechenyemni tashlamoqchiman, lekin bu tunnel oxirida yorug'lik bor.",1
i feel like doing something productive on this,Men bu borada samarali ish qilmoqchiman,1
i spread my arms wide feeling the cold wind rushing past me feeling the rain hitting me and,"Men qo'llarimni keng yoyib, yonimdan o'tayotgan sovuq shamolni his qildim va yomg'irning menga urilganini his qildim",3
im feeling cool showing skin and feel like a woman should,Men terini ko'rsatishda ajoyib his qilyapman va ayol kishi kabi his qilyapman,1
i feel like each kid left school this year with at least three pieces they were really proud of,Men har bir bola bu yil maktabni kamida uchta asar bilan tark etganini his qilyapman,1
i have not seen any change in my appearance but i feel more energetic i am sure this is just mental,"Men tashqi ko'rinishimda hech qanday o'zgarishlarni ko'rmadim, lekin o'zimni yanada baquvvat his qilyapman, ishonchim komilki, bu shunchaki ruhiy",1
ive grown as a mother and treasure my role in this family now whereas i used to second guess myself a lot and feel very unsure of my maternal skills,"Men ona sifatida o'sganman va hozir bu oiladagi rolimni qadrlayman, holbuki men o'zimni ko'p taxmin qilardim va onalik mahoratimga ishonchim komil emasligini his qilardim.",4
i feel hesitant to tell them the truth about leaving the house to get the toy,Men ularga o'yinchoq olish uchun uydan chiqib ketish haqidagi haqiqatni aytishga ikkilanaman,4
i didnt feel the need to photograph every temple or frantically scramble through sites in a vain effort to see it all or meticulously record every meal eaten over the course of ten days,Men har bir ma'badni suratga olish yoki hammasini ko'rish uchun behuda harakat bilan saytlarni kezish yoki o'n kun davomida yegan har bir taomni sinchkovlik bilan yozib olish zaruratini sezmadim.,0
i was so full and the great flavors helped keep me from feeling deprived,Men juda to'la edim va ajoyib lazzatlar meni mahrum his qilishdan saqladi,0
i end up feeling very rushed and exhausted by the time we sit down to eat and i don t take the time to really think about what i am thankful for much less take time express that to god,"Ovqatlanish uchun o'tirganimizda men o'zimni juda shoshqaloq va charchagan his qilyapman va men nima haqida o'ylashga vaqt ajratmayman, men kamroq vaqt ajratganim uchun Xudoga minnatdorchilik bildiraman.",3
i don t feel like i was deprived by not being able to,qila olmaganimdan mahrum bo'lganimni his qilmayman,0
i feel homesick and it doesn,Men uyni sog'indim va shunday bo'ladi,0
